298325:::8981,3316,6249,7767,7869:::164:::7767,7869
205478:::12464,7546,7964,14472,553:::623:::553
290036:::9516,12248,2552,2485,2566:::2676:::2552,2485,2566
143882:::14478,8096,3612,7265,2551:::2485:::7265,2551
53190:::4773,3598,2058,11658,75:::4625:::75
132918:::9952,8421,7996,13199,5308:::5863:::5308
232180:::9296,1801,5465,6182,2924:::5015:::2924
77418:::13829,1643,2398,9967,4733:::5316:::4733
156359:::890,11631,12770,5634,5635:::721:::5634,5635
101546:::12333,3331,12020,7585,4733:::5635:::4733
247761:::4733,5635,5634,6426,2886:::2867:::4733,5635,5634,6426,2886
142332:::1239,11791,570,12076,4098:::4099:::4098
209461:::5539,12166,2796,12280,4098:::4099:::4098
104833:::4413,14038,14188,4097,4223:::4200:::4097,4223
286468:::1920,3151,5141,1174,3520:::2701:::3520
327723:::4809,8147,13686,1527,4038:::12763:::4038
348725:::3262,12923,4848,1874,9807:::9815:::9807
255893:::13742,3896,3721,4658,1468:::1547:::1468
48089:::2298,10419,14133,685,3498:::7203:::3498
237225:::9599,3372,12638,3028,4572:::9858:::4572
237226:::7542,12453,4243,4572,9858:::9858:::4572,9858
54119:::6330,12487,5151,5467,4572:::9858:::4572
321688:::945,6412,10990,5299,5980:::6335:::5299,5980
114791:::2271,4071,2754,7840,10147:::10147:::10147
129595:::5582,9681,3732,7906,360:::13137:::360
200357:::5524,7753,9579,226,4607:::4681:::226,4607
37220:::12313,10508,12844,1712,4567:::4969:::4567
169926:::4369,10110,2810,2784,2795:::2824:::2810,2784,2795
199747:::2956,3771,3768,6911,2102:::2103:::2102
239988:::1217,11929,13820,11400,1186:::1169:::1186
118421:::7880,205,9305,2568,2561:::555:::2568,2561
97625:::13197,8841,8816,7379,2450:::2463:::2450
309561:::6759,4202,4522,4566,4568:::4567:::4566,4568
289488:::6144,3559,2496,3500,2474:::3433:::2496,3500,2474
95197:::8143,13965,4547,4566,4968:::990:::4566,4968
323589:::13914,2336,4566,6891,4511:::4568:::4566,6891,4511
309841:::9228,3735,10489,11764,8639:::8667:::8639
291654:::12516,12182,225,9482,352:::10485:::352
321895:::207,11150,8136,7299,7354:::4847:::8136,7299,7354
293281:::10377,3566,7299,7354,2539:::5108:::7299,7354,2539
21929:::13778,7299,7354,6485,7332:::7429:::7299,7354,6485,7332
120028:::9528,6980,7431,5671,13078:::1284:::13078
36510:::478,2527,1237,10778,4566:::4968:::4566
267437:::10404,12964,1697,13558,389:::388:::389
336805:::158,5260,8692,1109,389:::388:::389
117848:::997,12702,7748,14176,9768:::4595:::9768
39479:::10884,6526,12066,2644,4566:::4511:::4566
104108:::14361,6559,4407,4566,4967:::4966:::4566,4967
270710:::9994,3041,8752,5932,2720:::2764:::2720
176442:::1467,3434,3435,1284,1356:::1761:::1467,3434,3435,1284,1356
204130:::12838,2280,6086,13598,2554:::10740:::2554
279869:::195,14202,7022,3600,1284:::3434:::1284
217169:::14130,1403,1761,1284,35:::527:::1403,1761,1284,35
343717:::2142,1030,6286,5815,1284:::1356:::1284
176023:::3486,9727,2262,1284,1467:::1519:::1284,1467
299606:::12616,11757,12969,716,4404:::4879:::4404
278328:::7033,1922,10855,8017,1076:::2180:::1076
140907:::12461,159,3623,11148,10026:::10026:::10026
182379:::6387,10571,9083,3691,2849:::2875:::2849
194557:::12384,4604,7281,6400,8317:::8317:::6400,8317
236831:::4593,12790,13409,2985,3654:::3663:::3654
238184:::12502,355,14186,6713,6789:::6789:::6713,6789
159339:::12069,7596,1546,11586,6713:::6789:::6713
90518:::3359,7762,14459,452,6789:::6789:::6789
72894:::8039,11834,13272,2589,7634:::7708:::7634
30096:::381,8430,14423,10651,2552:::2566:::2552
323498:::11521,2131,3348,3702,1188:::4826:::1188
12640:::4756,8107,3388,8904,9889:::9889:::8107,3388,8904,9889
355922:::829,571,3540,7855,3521:::3498:::3521
91002:::11433,11865,2204,2234,2258:::5147:::2204,2234,2258
319110:::11978,1851,9939,4797,3388:::3498:::3388
202979:::450,2441,2204,4333,4913:::3498:::2204,4333,4913
112050:::4351,2760,13464,3684,6590:::3498:::6590
187316:::6296,1776,13093,2802,2841:::2927:::2802,2841
270731:::13078,730,4138,2671,2674:::2927:::2671,2674
321733:::12985,11543,8392,14001,2882:::2865:::2882
108032:::12980,6721,9703,11620,7866:::7569:::7866
111948:::4822,5688,1271,1970,7866:::7569:::7866
266005:::9378,5513,7445,1609,7866:::7569:::7866
202420:::4716,5239,13226,7795,7845:::8079:::7795,7845
231380:::2146,9675,1981,13015,7866:::7569:::7866
281674:::11806,2352,6507,1654,1915:::1559:::1654,1915
233227:::13217,14215,1097,7594,2810:::2849:::2810
166069:::340,2802,2865,2841,2851:::2882:::2802,2865,2841,2851
212503:::2802,2865,2841,2851,2882:::2927:::2802,2865,2841,2851,2882
14236:::8284,2449,11715,9680,12398:::12910:::12398
330703:::11783,7755,2158,9240,5430:::8593:::5430
183547:::11723,8521,10044,10720,12398:::12910:::12398
206012:::11954,2256,301,2880,5459:::4806:::5459
122238:::1568,3347,3498,2482,1570:::1569:::1570
106332:::1332,1259,858,7332,2670:::7397:::2670
144380:::10260,2720,8237,1570,1569:::1633:::1570,1569
45776:::5883,14074,11936,2511,2543:::2608:::2511,2543
105848:::8157,2254,2605,2511,2608:::5550:::2511,2608
281682:::12087,12812,1952,1950,1949:::1948:::1952,1950,1949
352626:::12139,14289,194,1624,9276:::9405:::9276
82245:::8487,8235,8256,8999,10288:::10351:::10288
276637:::8927,13562,3908,6200,9276:::9405:::9276
263117:::4872,13222,5041,9193,3189:::3727:::9193,3189
251819:::2409,6496,14242,13770,1781:::1781:::1781
214885:::953,11353,3465,13694,9276:::9405:::9276
122488:::521,522,520,519,518:::595:::521,522,520,519,518
32090:::550,613,9340,12626,521:::519:::521
5473:::813,13681,10641,11617,3082:::7393:::3082
192872:::6244,6022,1370,9494,2415:::2419:::2415
21989:::8510,1245,2391,5464,10187:::10187:::10187
100354:::5679,811,4669,3544,1154:::6492:::1154
164341:::7516,7823,8114,542,622:::11932:::542,622
190215:::3477,1033,622,621,542:::623:::622,621,542
160989:::2305,6576,542,620,622:::621:::542,620,622
349151:::1658,622,542,2474,2613:::2531:::622,542,2474,2613
305440:::10185,9315,13289,622,620:::543:::622,620
237364:::6615,2485,7749,6930,6331:::6398:::6331
81464:::12808,8407,13707,2563,4399:::6606:::2563,4399
164000:::5240,13526,6596,2749,2508:::2533:::2508
324166:::8456,3833,13682,10436,3404:::3405:::3404
324540:::3206,407,1018,5233,2674:::2578:::2674
332198:::5030,9892,3846,2447,214:::6344:::214
340852:::12344,10191,2051,890,3025:::3216:::890,3025
50665:::9349,7340,9179,13110,4677:::4711:::4677
189946:::13956,80,530,2481,4677:::4711:::4677
205060:::9754,12136,6101,7412,3537:::10728:::3537
288706:::1934,13004,8893,12792,3537:::10728:::3537
210409:::9985,6758,6802,4418,13456:::4540:::13456
94950:::8401,10265,8449,3537,3541:::3539:::3537,3541
134002:::1384,756,10266,9864,3537:::10728:::9864,3537
321123:::2292,1524,12756,14405,4311:::9259:::4311
79237:::6933,5576,1698,12729,4311:::9259:::4311
291372:::7324,12588,14443,5286,7327:::2291:::5286,7327
128303:::4504,10891,7173,254,9976:::9976:::9976
121492:::4982,5104,8099,9632,4311:::9259:::4311
170390:::1218,14458,50,11145,4311:::9259:::4311
330424:::5029,6561,3676,3534,7787:::8666:::7787
244721:::6520,1600,1932,3089,3101:::5179:::3089,3101
151470:::7249,5270,1824,3208,10428:::10428:::10428
16475:::7237,10525,11412,3309,6957:::7487:::6957
22725:::2691,14273,8293,2651,9979:::9979:::9979
166070:::2802,2865,2841,2851,2882:::2927:::2802,2865,2841,2851,2882
140374:::13247,1302,12661,2678,4736:::2669:::2678,4736
31540:::11768,609,1894,2069,6242:::2882:::6242
135111:::10365,14287,4784,10967,2436:::1231:::2436
339514:::3581,5022,8888,2851,2927:::2980:::2851,2927
41711:::14385,14298,9959,3435,2623:::4802:::2623
308515:::4603,7625,3437,3452,3438:::3440:::3437,3452,3438
269953:::8803,3437,3438,10521,3440:::3452:::3437,3438,10521,3440
315713:::7102,11698,1333,13870,13100:::13240:::13100
154454:::3018,11037,3007,10149,3844:::1252:::3844
140590:::453,337,688,1255,1254:::2135:::688,1255,1254
262088:::13446,10713,6643,12918,1310:::1884:::1310
179772:::6228,250,7019,14401,3440:::1005:::3440
192539:::3197,11600,1310,1891,1884:::1886:::1310,1891,1884
52885:::12930,2387,6439,5415,2798:::10077:::2798
52886:::13964,732,1177,2798,10077:::10077:::2798,10077
223675:::7687,1871,11661,12168,12673:::12744:::12673
78224:::3602,12201,11830,345,12673:::12744:::12673
360526:::1896,6183,3803,3928,12673:::12744:::12673
232357:::6709,6155,7583,9835,5875:::6235:::5875
353685:::14116,10200,9845,7382,1845:::1909:::1845
56496:::2595,6365,2834,6971,1845:::1909:::6971,1845
155078:::10980,388,4386,7440,5717:::6181:::5717
86135:::3344,1923,10371,3642,2861:::2070:::2861
118611:::10479,1682,2848,2861,2909:::2981:::2848,2861,2909
340694:::14326,12499,5295,5713,3515:::5673:::3515
17092:::3116,4060,7961,9233,3802:::2874:::9233,3802
271403:::4269,13679,12886,2848,2861:::2874:::2848,2861
35647:::1536,13472,3988,3538,2861:::4729:::3538,2861
235312:::2610,2505,625,620,623:::622:::2610,2505,625,620,623
284980:::620,621,622,623,625:::542:::620,621,622,623,625
221639:::13268,9744,10939,7627,9056:::622:::9056
311608:::10988,620,621,623,622:::2474:::620,621,623,622
137976:::1472,9811,9448,6264,2234:::2204:::2234
152138:::241,7875,14444,4818,3416:::4400:::3416
123243:::7677,13142,10259,10259,3416:::4400:::10259,10259,3416
170463:::14048,4392,4672,7552,6343:::7792:::6343
359613:::646,596,1101,3237,3416:::4400:::3416
76103:::12320,2849,11630,5892,3416:::4400:::3416
69027:::2465,20,5288,12049,3416:::4400:::3416
313506:::5038,8610,5895,11862,3416:::4400:::3416
360684:::2920,13072,9979,10193,10193:::10407:::9979,10193,10193
190652:::11036,4608,14390,10416,10032:::10416:::10416,10032
170648:::11053,2263,12990,1049,9979:::9979:::9979
80054:::5891,10825,4423,5614,9979:::9979:::9979
267399:::3285,13585,7479,8077,9863:::9863:::7479,8077,9863
209493:::6058,4786,2385,1327,9863:::9863:::9863
70924:::8246,1725,2230,2888,6389:::3311:::6389
192170:::6273,1462,3412,4974,4279:::5214:::3412,4974,4279
25649:::9111,8190,3180,1369,1667:::4829:::1369,1667
128946:::3360,9832,10800,7349,10388:::10388:::10388
214919:::5796,2551,10351,10351,10388:::10388:::10351,10351,10388
179484:::5278,6252,4516,7884,10282:::10282:::7884,10282
350984:::10288,10351,10388,10288,10351:::10388:::10288,10351,10388,10288,10351
337374:::11840,10977,6047,2822,10388:::10388:::10388
355044:::2958,5066,4649,6657,2193:::2219:::2193
344691:::10596,11121,3867,1450,9872:::9872:::1450,9872
340509:::11187,9495,5176,1450,9872:::9872:::1450,9872
254259:::12679,12946,2531,8582,1450:::9872:::1450
344690:::3703,3029,11305,1938,1450:::9872:::1450
5605:::11879,13551,6204,1450,9872:::9872:::1450,9872
211601:::9758,13568,13289,15,152:::604:::13289,15,152
117981:::2821,5599,14368,167,152:::605:::167,152
275703:::3193,7713,5793,46,1619:::1857:::1619
196318:::8868,666,1683,1619,1857:::1904:::1683,1619,1857
79633:::10406,2820,10174,10288,10162:::10162:::10174,10288,10162
215346:::13293,3725,4792,9399,10162:::10162:::10162
336790:::10168,9105,5719,10111,10174:::10174:::10174
312999:::7448,621,9242,10739,10162:::10162:::10162
152197:::9490,4417,11488,13353,10174:::10174:::10174
77302:::7438,8038,5419,3097,4728:::5121:::4728
56728:::9764,1244,3117,2771,4728:::5121:::2771,4728
43018:::8051,217,576,5163,4728:::5121:::4728
34248:::7534,13123,11410,10635,8906:::5121:::10635,8906
34230:::4556,3606,11828,10635,8906:::5121:::10635,8906
116668:::8329,12982,5563,7481,2067:::2070:::7481,2067
340653:::12064,6372,12058,1163,5503:::94:::5503
14296:::9765,6312,12312,3421,7481:::7478:::3421,7481
204874:::10761,9486,5610,4379,1118:::1095:::1118
247925:::3862,1988,7481,2061,2067:::2068:::1988,7481,2061,2067
348663:::13503,2906,11875,6172,7481:::2061:::7481
335718:::10098,8647,7781,7521,5006:::5846:::5006
344150:::11634,11349,9958,12330,2324:::2350:::2324
282417:::7029,824,244,8126,1619:::1957:::1619
83494:::1404,3329,5172,10885,2674:::2677:::2674
186827:::1222,8698,848,642,644:::9986:::642,644
195665:::7858,10999,9279,10676,9986:::9986:::9986
101206:::3934,13926,10970,11125,1032:::1163:::1032
190716:::9217,1065,1051,1032,1072:::1163:::1065,1051,1032,1072
327301:::12847,11174,1032,6574,1094:::1163:::1032,6574,1094
348686:::2067,2067,2067,2070,2070:::2068:::2067,2067,2067,2070,2070
342167:::3296,59,2460,4793,5991:::9683:::5991
178970:::400,12833,11644,8092,4129:::2563:::4129
279825:::4220,1005,3427,9159,6857:::6979:::6857
67431:::1889,1710,5498,8864,6905:::7105:::6905
176144:::4782,11973,13795,9640,3388:::4666:::3388
44996:::3150,10574,3388,3417,3521:::3498:::3388,3417,3521
163392:::11434,9038,3808,3584,3498:::3521:::3498
220977:::7763,7089,9364,8318,9547:::10980:::8318,9547
87548:::12514,1666,657,7795,7845:::7948:::7795,7845
220979:::9814,3133,8881,9547,10980:::11239:::9547,10980
323450:::216,2710,11903,8679,1497:::4499:::1497
220976:::251,11649,6175,3930,8318:::9547:::8318
323451:::7261,10873,1083,1497,4499:::1232:::1497,4499
258334:::5799,10647,298,5529,343:::344:::343
106070:::4297,1605,12383,12308,343:::344:::343
209261:::1358,5385,4564,5875,2240:::5763:::2240
335097:::12314,2566,3962,2199,9878:::9878:::2199,9878
110524:::7395,3536,5045,1886,3451:::5554:::3451
238725:::4221,3555,6545,2199,9878:::9878:::6545,2199,9878
132713:::4263,4164,7660,8959,2199:::9878:::2199
110526:::2599,10926,993,9324,9878:::9878:::9878
40513:::7331,12899,12525,2594,2199:::7600:::2199
150936:::9497,9234,2204,2258,2234:::2350:::2204,2258,2234
236305:::1343,12694,8824,4306,7591:::1823:::7591
355925:::592,11967,3059,7377,4635:::5777:::4635
173840:::4285,2413,7731,14497,3082:::3160:::3082
246104:::2435,1926,11165,7600,4511:::5881:::7600,4511
344050:::5965,10116,8821,7548,2928:::6513:::2928
36991:::9951,7517,1559,1654,1728:::1915:::1559,1654,1728
206856:::502,11310,4041,1559,1654:::1894:::1559,1654
253127:::8178,5367,7093,8313,4325:::5447:::4325
182471:::10152,4990,8684,11752,3294:::7942:::3294
40823:::2950,8646,2335,320,7657:::7278:::320,7657
180350:::13304,8584,8802,1284,2416:::1005:::1284,2416
318352:::4856,5812,12094,9984,2009:::2011:::2009
30314:::14235,6683,11362,3452,3437:::10521:::3452,3437
55503:::1648,9864,13955,7188,6220:::6931:::6220
64346:::2234,2307,2308,2668,2672:::2671:::2234,2307,2308,2668,2672
75926:::406,8882,164,7479,2810:::2671:::164,7479,2810
270745:::13440,8389,13841,2668,2678:::4736:::2668,2678
208433:::1755,12577,2669,2668,2670:::7397:::2669,2668,2670
281775:::2345,12341,2573,9777,2672:::2671:::2672
332902:::6381,2668,2671,2672,2670:::7397:::2668,2671,2672,2670
308228:::7645,7817,7329,2485,2668:::2671:::2485,2668
5896:::14382,3913,3890,5552,2613:::2531:::5552,2613
329846:::5373,7230,10385,6285,4407:::4407:::4407
101702:::620,622,621,2474,2613:::2496:::620,622,621,2474,2613
149198:::6646,8320,6929,7097,2559:::7435:::7097,2559
159766:::3810,9453,13789,5339,7724:::2875:::7724
143657:::14303,963,6266,3417,6196:::6150:::3417,6196
258974:::4235,3597,10655,4637,7431:::7265:::7431
179196:::2588,9063,364,13524,6299:::1714:::6299
5536:::4980,1047,11803,3259,164:::7479:::164
239088:::461,6592,4494,10117,6299:::1908:::6299
58361:::11451,4531,3881,1748,3063:::3025:::3063
316166:::9590,10522,1347,11429,2717:::2724:::2717
189465:::1420,1764,11072,3938,1103:::1184:::1103
198392:::2565,9702,2575,2574,3206:::2573:::2565,9702,2575,2574,3206
303918:::10664,12226,9643,10010,7600:::2575:::7600
298090:::8036,11801,4700,183,2574:::2042:::183,2574
115950:::9317,2248,12656,4189,2061:::2575:::2061
350768:::12495,13676,12207,6138,10294:::10294:::10294
90248:::2592,8728,10288,9888,10288:::10294:::10288,9888,10288
78867:::10268,13303,2695,5867,10205:::10205:::10205
31375:::371,10364,8989,6358,10425:::10425:::10425
79627:::10298,5437,9781,10174,10182:::10288:::9781,10174,10182
80467:::14076,9776,6779,2284,10176:::10176:::10176
46682:::3494,1809,9760,3628,10294:::10294:::10294
80469:::7362,11554,10176,10176,10294:::10294:::10176,10176,10294
62793:::2353,6932,13330,10047,10192:::10294:::10047,10192
274729:::6279,7847,7847,7847,7792:::7847:::7847,7847,7847,7792
166195:::14315,9122,10978,7165,10047:::10047:::10047
350735:::3879,6966,6225,13975,7082:::7847:::7082
32617:::4068,2512,3265,3445,13846:::13845:::13846
293844:::5917,12619,172,10585,13846:::13845:::13846
318048:::6901,12837,899,4773,895:::5634:::899,4773,895
61968:::9150,9014,8266,9126,310:::140:::310
166856:::8373,9738,1608,7607,1154:::1130:::1154
224778:::7785,4387,4773,895,721:::732:::4773,895,721
301175:::10607,1570,135,5724,4773:::895:::4773
318049:::4336,11643,12835,4240,3298:::5404:::3298
202149:::9461,13523,3688,257,4773:::895:::4773
45769:::9479,14358,5462,1305,9931:::9931:::9931
45770:::12407,8688,13408,9931,9931:::2973:::9931,9931
329788:::9203,13620,6690,12232,4151:::7795:::4151
258639:::5549,8764,13542,540,3521:::4666:::3521
344006:::6223,9913,11827,2574,9915:::9915:::2574,9915
209378:::7000,312,4655,10413,697:::774:::697
133843:::4278,13219,9535,1788,2419:::5508:::2419
279151:::3174,9915,9890,9890,9916:::9916:::9915,9890,9890,9916
279147:::9918,9918,9702,9915,9915:::9890:::9918,9918,9702,9915,9915
140884:::6451,6139,7124,2573,9915:::9916:::2573,9915
198402:::9593,13164,2623,9915,9916:::9915:::9593,13164,2623,9915,9916
118507:::14090,5898,10359,6608,9946:::9946:::9946
285465:::11683,13766,6921,4799,9324:::9946:::9324
84722:::8615,5302,5960,4734,9946:::9946:::9946
65466:::11049,10460,4166,13995,776:::10459:::776
312973:::794,794,776,776,792:::792:::794,794,776,776,792
337736:::6990,792,776,10459,792:::793:::792,776,10459,792
260623:::10936,1615,5304,1558,776:::10459:::776
196161:::7181,5475,7675,8290,8350:::10459:::5475,7675,8290,8350
173465:::11068,11522,9192,6359,776:::10459:::776
312982:::5050,12326,7114,4272,4272:::10459:::4272,4272
196032:::12749,4747,9899,2529,6940:::10740:::2529,6940
289769:::5559,5143,7740,5668,5097:::5097:::5097
289765:::5532,13889,2117,9423,5082:::7336:::5082
189920:::778,1720,4774,10419,10419:::10874:::10419,10419
311370:::1278,11489,13043,239,10541:::10547:::10541
189923:::3952,11995,6050,10874,11146:::10875:::10874,11146
236257:::2238,7180,10478,3035,10875:::10929:::3035,10875
327492:::13006,11479,13045,14486,10541:::10547:::10541
221472:::5433,14244,9074,14122,52:::2991:::52
134574:::8166,11635,10915,2781,9826:::7673:::9826
137832:::13076,4727,11012,7844,3440:::425:::3440
196793:::442,11195,3731,6006,6007:::7504:::3731,6006,6007
196792:::8837,12328,4141,3731,6006:::6007:::3731,6006
146864:::9166,5088,7807,897,3731:::6006:::3731
277562:::2865,11116,13173,92,3731:::6006:::3731
196794:::4119,3731,6006,6007,7504:::3730:::3731,6006,6007,7504
156946:::13185,2076,9818,8609,2466:::2467:::2466
174550:::6528,8918,7772,2677,1284:::3434:::2677,1284
183385:::14037,4631,9534,12777,1683:::1904:::1683
303066:::7302,12081,14146,321,9069:::9253:::321,9069
100364:::4046,13873,4110,7095,2802:::2841:::2802
149444:::13357,3792,961,2676,2802:::2841:::2802
278800:::3940,7656,9684,4198,2069:::4108:::2069
176275:::6508,7659,4605,12928,2670:::7397:::2670
79122:::7593,679,2485,2551,2802:::2841:::2485,2551,2802
116981:::10141,6624,2911,5485,4468:::2606:::5485,4468
52655:::3546,4754,3086,1137,2865:::2841:::2865
270978:::8795,383,2606,2503,2540:::4468:::2606,2503,2540
281178:::7176,12480,5377,905,4360:::10482:::4360
178649:::4431,4368,13439,6478,1886:::1887:::1886
311277:::11756,2899,11606,5303,148:::3318:::148
190608:::827,1635,7380,8619,10110:::10110:::10110
184354:::56,6950,6689,12583,9986:::9986:::9986
72022:::5566,11898,2777,2777,2784:::2784:::2777,2777,2784
236142:::13385,4776,13921,2386,1322:::1590:::1322
49282:::1280,7059,1275,204,9863:::9863:::204,9863
232311:::7040,11422,2657,8576,9863:::9863:::9863
17799:::5907,14125,13190,9863,9863:::4950:::9863,9863
126616:::11255,2679,527,6271,9863:::9863:::9863
345811:::10145,14301,9888,9888,10047:::10047:::9888,9888,10047
303259:::5211,5939,5510,12880,9888:::9888:::9888
35186:::9012,7235,13918,10288,10288:::10729:::10288,10288
330082:::3058,3139,6382,13591,9888:::9888:::9888
355107:::9153,2894,12186,4426,9835:::9835:::9835
323191:::8694,13659,12959,13897,9835:::9835:::9835
79902:::14274,5588,2833,6442,10293:::10293:::10293
197485:::11904,1628,2614,3849,10273:::10273:::10273
572:::5871,8205,8767,1279,10186:::10186:::10186
16253:::4803,1569,10093,10092,10093:::10092:::10093,10092,10093
213681:::1945,12999,1532,1624,1687:::1927:::1532,1624,1687
58367:::13693,1667,3734,8128,1478:::1592:::1478
242723:::14108,7698,1532,1624,1661:::1687:::1532,1624,1661
166204:::8191,4400,1532,1624,1687:::1850:::1532,1624,1687
48949:::5562,14103,7970,5389,3043:::8598:::3043
254385:::366,3280,9667,58,10047:::10047:::10047
117362:::4236,3567,10788,11058,9809:::10047:::9809
178460:::13003,2040,2675,6373,10026:::10026:::10026
264509:::5856,9417,13191,12673,212:::7478:::212
328184:::3543,8189,9069,1766,10435:::10435:::10435
43751:::37,10151,10151,10026,10026:::10288:::10151,10151,10026,10026
112915:::11520,4931,11098,3082,6419:::2565:::3082,6419
337063:::6454,208,7837,8243,8226:::8242:::8243,8226
98981:::11029,4450,9103,10540,1935:::1934:::1935
83047:::8022,1961,8101,9645,10275:::10275:::10275
96145:::3658,13273,3242,2267,7976:::8634:::2267,7976
70568:::1247,9710,13218,1811,1935:::1934:::1935
110888:::1310,950,5587,6458,1582:::1581:::1582
234333:::12561,7414,12118,3714,1582:::1581:::3714,1582
209301:::5161,1331,10790,1582,1581:::3866:::1582,1581
279866:::4802,13417,4282,14464,1547:::1742:::1547
107622:::6437,3875,13706,1547,1468:::1270:::1547,1468
269130:::6780,1243,1547,10115,10115:::11125:::1547,10115,10115
264793:::13610,11547,10428,397,1547:::1547:::1547
81513:::3827,5008,1351,1468,1547:::1945:::1351,1468,1547
361885:::11360,1763,419,9164,11477:::11952:::11477
327443:::11928,247,1139,11579,1327:::4005:::1327
214980:::4676,346,6533,3529,1327:::4005:::1327
54744:::6534,3731,2934,1327,1749:::4005:::1327,1749
302215:::2032,13141,4555,13753,1327:::4005:::1327
140177:::4573,4573,4746,4746,209:::9206:::4573,4573,4746,4746,209
25116:::12457,2541,1146,520,518:::525:::520,518
274494:::13805,13878,6481,4722,4573:::4746:::4573
47200:::12442,10691,4629,3128,4573:::7359:::4573
140176:::3831,4573,4573,4746,4746:::209:::3831,4573,4573,4746,4746
33884:::7540,9480,9622,5609,4573:::4746:::4573
66454:::2378,2366,2642,4745,4573:::4746:::2642,4745,4573
349729:::1108,12335,4270,10283,1310:::1884:::1310
132988:::1242,1297,1352,1322,1435:::1394:::1242,1297,1352,1322,1435
271794:::8057,6346,4100,14008,1297:::1322:::1297
275866:::3025,6530,1242,1297,1283:::5722:::1242,1297,1283
81138:::1268,1242,1297,1352,1435:::1394:::1268,1242,1297,1352,1435
139523:::5822,12975,1268,1242,1297:::1352:::1268,1242,1297
286199:::12942,10846,10314,13127,9959:::9959:::9959
320120:::11925,6551,5958,7931,9905:::9905:::9905
183501:::2358,14120,7228,5601,10003:::10003:::10003
353026:::6440,519,1147,11537,9885:::10192:::9885
220593:::13210,12710,11444,123,10294:::10294:::10294
204562:::3550,11707,14393,12217,10192:::10192:::10192
115000:::2289,14024,9959,10192,10192:::10192:::9959,10192,10192
353026:::946,12767,7277,13781,9885:::10192:::9885
201086:::5130,10924,11009,5156,10192:::10192:::10192
270152:::6180,9488,6426,11833,10746:::10746:::10746
353027:::3074,6807,1538,9885,10192:::10192:::9885,10192
268605:::3501,11624,5469,4729,10013:::10013:::10013
351163:::5876,5300,3844,3206,4802:::4128:::3844,3206,4802
83081:::5571,12337,13863,4738,3844:::7675:::4738,3844
52163:::2549,2549,9829,9829,9829:::9829:::2549,2549,9829,9829,9829
245586:::11550,7898,9549,2549,9829:::9829:::2549,9829
232070:::1939,6167,13644,5051,7688:::9829:::7688
52161:::1930,9700,2549,2549,9829:::9829:::2549,2549,9829
232064:::903,6573,4917,2549,3391:::3525:::2549,3391
85261:::13838,74,11682,9946,620:::542:::620
191032:::3305,2711,5787,11962,2551:::5043:::2551
211479:::7285,11179,12974,3167,2551:::2566:::2551
285621:::11963,14094,7462,3296,3503:::10749:::3296,3503
36246:::13387,6324,14000,2550,2551:::2677:::2550,2551
289403:::12760,4667,2566,2551,2676:::2674:::2566,2551,2676
349067:::8597,4443,4833,7139,7675:::4683:::4443,4833,7139,7675
36464:::3991,6342,13890,13635,3022:::3685:::3022
209521:::9148,11026,7139,8356,4591:::8586:::7139,8356,4591
131672:::4268,13704,10073,8551,5497:::8356:::5497
253191:::4509,10418,11318,7842,5345:::3457:::5345
168186:::8713,618,2797,11209,2606:::2503:::2606
116636:::9968,3300,7099,7176,9459:::7146:::7099,7176,9459
261916:::7979,8498,5502,689,3849:::3850:::5502,689,3849
142107:::6070,6774,13265,4316,689:::5131:::689
89597:::1212,1284,1467,3435,689:::5131:::1212,1284,1467,3435,689
351329:::4274,11302,12016,689,2674:::2677:::689,2674
77029:::1429,14552,8984,13430,2143:::2168:::2143
315676:::12065,5399,8108,2712,689:::5131:::689
4188:::7221,4374,6919,13561,1006:::7033:::1006
351160:::6500,3440,1005,7301,3844:::3206:::3440,1005,7301,3844
263247:::10024,4471,7486,7948,9986:::9986:::9986
122482:::12506,6057,1596,6269,524:::523:::524
220702:::6011,12245,6303,7411,524:::523:::524
32018:::13751,1800,2506,2947,2819:::4701:::2819
99990:::1903,12813,3306,524,523:::676:::524,523
263795:::7694,13613,11953,5525,4083:::4082:::5525,4083
347338:::4598,4683,8290,4804,4083:::4082:::4683,8290,4804,4083
218556:::10588,8496,6407,11660,4083:::4082:::4083
195162:::13546,3620,4034,2806,803:::614:::803
347341:::7567,4804,4083,4082,5459:::5475:::4804,4083,4082,5459
77182:::7468,14183,10692,13601,4677:::4711:::4677
201332:::3483,3911,8886,9658,5027:::3457:::5027
334184:::5745,1574,13278,10937,2192:::2187:::2192
114693:::9731,2260,9473,264,1532:::1927:::1532
302080:::2147,612,11374,1687,1850:::1927:::1687,1850
71730:::9856,7989,779,2067,5736:::9033:::2067,5736
165433:::13586,7301,14148,6074,3538:::2070:::3538
348665:::10380,9265,393,7481,2061:::2070:::7481,2061
53474:::7289,192,7647,2776,2781:::2766:::2776,2781
281756:::12062,7298,13114,2778,2732:::9404:::2732
30268:::14527,1566,6093,11582,2732:::9404:::2732
30519:::11472,4831,7316,4542,2732:::9404:::2732
4816:::6661,11915,10706,11870,4389:::2557:::4389
284007:::7648,13288,2542,12522,1825:::2009:::1825
148416:::10063,3505,2187,2713,1957:::1957:::1957
303797:::6647,47,10976,8330,1400:::3845:::1400
19316:::6965,5456,12236,9863,9863:::204:::9863,9863
